,id,name,viewCount,encryptedVideoId,artists,isVisible,atvExternalVideoId,thumbnail_thumbnails,chartEntryMetadata_currentPosition,chartEntryMetadata_previousPosition,chartEntryMetadata_percentViewsChange,chartEntryMetadata_periodsOnChart,releaseDate_year,releaseDate_month,releaseDate_day
74,Y:aTRPGEc2S3Y,Boa Menina,2511200,oGn9wIG2FDU,"[{'kgMid': '/g/11fy_qdm4z', 'name': 'Luísa Sonza'}]",True,pjiwETjDfp8,"[{'url': 'https://i.ytimg.com/vi/oGn9wIG2FDU/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/oGn9wIG2FDU/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/oGn9wIG2FDU/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/oGn9wIG2FDU/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/oGn9wIG2FDU/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",75,70.0,0.052890208,12,2018,10,29
75,Y:WMgx7zhKzt8,Taki Taki,2497055,ixkoVwKQaJg,"[{'kgMid': '/m/01w65jh', 'name': 'DJ Snake'}]",True,MhzjE9hZhrE,"[{'url': 'https://i.ytimg.com/vi/ixkoVwKQaJg/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/ixkoVwKQaJg/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/ixkoVwKQaJg/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/ixkoVwKQaJg/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/ixkoVwKQaJg/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",76,60.0,-0.11905512,14,2018,9,28
76,Y:vssm0JZSP1E,Ausência,2474929,wje4zcGgSqA,"[{'kgMid': '/g/11cnnwp26d', 'name': 'Marília Mendonça'}]",True,xVzYjwoRq5I,"[{'url': 'https://i.ytimg.com/vi/wje4zcGgSqA/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/wje4zcGgSqA/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/wje4zcGgSqA/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/wje4zcGgSqA/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/wje4zcGgSqA/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",77,,0.41538554,33,2018,2,23
77,Y:u8EXUyruTNU,Dá Uma Chance,2474875,LD0ZSIupa5I,[{'name': 'Ruanzinho'}],True,m6Jr2MUOSKE,"[{'url': 'https://i.ytimg.com/vi/LD0ZSIupa5I/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/LD0ZSIupa5I/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/LD0ZSIupa5I/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/LD0ZSIupa5I/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/LD0ZSIupa5I/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",78,65.0,-0.038463406,8,2018,10,11
78,Y:AFjQl6-puAI,Sofazinho Live (feat. Jorge & Mateus),2355508,zFjqdEplaHc,"[{'kgMid': '/m/0gh91m8', 'name': 'Luan Santana'}]",True,KRCXyWtP02s,"[{'url': 'https://i.ytimg.com/vi/zFjqdEplaHc/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/zFjqdEplaHc/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/zFjqdEplaHc/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/zFjqdEplaHc/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/zFjqdEplaHc/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",79,76.0,0.10468671,18,2018,9,4
79,Y:0Scra6jfn8A,Tira de Giro,2345520,muF5Xuf5qUY,"[{'kgMid': '/g/11bt_7r7wh', 'name': 'MC Hariel'}]",True,juScsPxQYGc,"[{'url': 'https://i.ytimg.com/vi/muF5Xuf5qUY/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/muF5Xuf5qUY/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/muF5Xuf5qUY/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/muF5Xuf5qUY/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/muF5Xuf5qUY/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",80,62.0,-0.12778226,5,2018,12,12
80,Y:rk6N9ptf6Bo,10 Anos,2331936,qjR293JgSRo,"[{'kgMid': '/m/0j9m6s7', 'name': 'Gusttavo Lima'}]",True,wgnJYPVL7m8,"[{'url': 'https://i.ytimg.com/vi/qjR293JgSRo/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/qjR293JgSRo/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/qjR293JgSRo/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/qjR293JgSRo/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/qjR293JgSRo/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",81,75.0,0.042616557,8,2018,10,26
81,Y:w-vX5_XUdyQ,Kikadinha,2306534,DsfpR4gY8zM,[{'name': 'Jerry Smith'}],True,aMOu1FdKkZo,"[{'url': 'https://i.ytimg.com/vi/DsfpR4gY8zM/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/DsfpR4gY8zM/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/DsfpR4gY8zM/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/DsfpR4gY8zM/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/DsfpR4gY8zM/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",82,,0.11407819,22,2018,6,12
82,Y:eins4SxDDTk,Não Atende Não (Ao Vivo),2303203,T8U49ae5Ow8,"[{'kgMid': '/m/0124x5pq', 'name': 'Wesley Safadão'}]",True,z6vR9IiklwA,"[{'url': 'https://i.ytimg.com/vi/T8U49ae5Ow8/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/T8U49ae5Ow8/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/T8U49ae5Ow8/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/T8U49ae5Ow8/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/T8U49ae5Ow8/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",83,,-0.081061356,8,2018,9,12
83,Y:OqgXaloCM58,Quero Conhecer Jesus,2287266,rBVjbjGVVjo,[{'name': 'Alessandro Vilas Boas'}],True,yUx6zL94_qE,"[{'url': 'https://i.ytimg.com/vi/rBVjbjGVVjo/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/rBVjbjGVVjo/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/rBVjbjGVVjo/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/rBVjbjGVVjo/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/rBVjbjGVVjo/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",84,80.0,0.17333479,17,2017,6,13
84,Y:ySU2GaJKbxc,Dona de mim,2185987,FnGfgb_YNE8,"[{'kgMid': '/g/11gc9g8dkg', 'name': 'IZA'}]",True,UV6Ok427KQM,"[{'url': 'https://i.ytimg.com/vi/FnGfgb_YNE8/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/FnGfgb_YNE8/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/FnGfgb_YNE8/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/FnGfgb_YNE8/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/FnGfgb_YNE8/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",85,68.0,-0.116255894,16,2018,4,27
85,Y:3Xl541nNXj8,Caso Indefinido (Ao Vivo),2174956,2iUAbkwfxcY,"[{'kgMid': '/m/0qjjymk', 'name': 'Cristiano Araújo'}]",True,GRy7KMoGDaQ,"[{'url': 'https://i.ytimg.com/vi/2iUAbkwfxcY/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/2iUAbkwfxcY/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/2iUAbkwfxcY/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/2iUAbkwfxcY/sddefault.jpg', 'width': 640, 'height': 480}]",86,,0.21246563,24,2014,11,17
86,Y:TguSbAn4rJs,Morena,2127274,4Sv66qB4YwU,"[{'kgMid': '/g/11ghyk6np1', 'name': 'Vitor Kley'}, {'kgMid': '/g/11g6rmbwk8', 'name': 'Bruno Martini'}]",True,OQ7q_U_vX7Q,"[{'url': 'https://i.ytimg.com/vi/4Sv66qB4YwU/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/4Sv66qB4YwU/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/4Sv66qB4YwU/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/4Sv66qB4YwU/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/4Sv66qB4YwU/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",87,73.0,-0.06234245,4,2018,6,8
87,Y:2huCS-0jqwI,Eu Tô Zen,2078951,CMaQscHAx5U,"[{'kgMid': '/g/11c2psj56j', 'name': 'MC Kekel'}]",True,u5_TsGbWtuc,"[{'url': 'https://i.ytimg.com/vi/CMaQscHAx5U/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/CMaQscHAx5U/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/CMaQscHAx5U/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/CMaQscHAx5U/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/CMaQscHAx5U/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",88,82.0,0.094905645,5,2018,12,6
88,Y:lXriGr9fwLs,Três Corações (Ao Vivo),2070552,2dTWm4PhZtI,"[{'kgMid': '/m/0wtnl61', 'name': 'Henrique & Juliano'}]",True,yvp-NRI946w,"[{'url': 'https://i.ytimg.com/vi/2dTWm4PhZtI/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/2dTWm4PhZtI/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/2dTWm4PhZtI/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/2dTWm4PhZtI/sddefault.jpg', 'width': 640, 'height': 480}]",89,91.0,0.17912312,3,2018,10,5
89,Y:cHKB6SbN3D8,Whisky e Gelo (Acústico),2062844,0RIViyyWz9A,"[{'kgMid': '/g/11c602sm4t', 'name': 'Zé Neto & Cristiano'}]",True,vUG6LRJ4BJk,"[{'url': 'https://i.ytimg.com/vi/0RIViyyWz9A/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/0RIViyyWz9A/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/0RIViyyWz9A/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/0RIViyyWz9A/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/0RIViyyWz9A/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",90,,,1,2019,1,10
90,Y:_yqx2uh_c6k,Não Complica (feat. Dani Russo),2051634,I7PMkxqULuA,"[{'kgMid': '/g/11b7_vwf0c', 'name': 'MC Vinny'}]",True,A7U4JFzeW3Q,"[{'url': 'https://i.ytimg.com/vi/I7PMkxqULuA/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/I7PMkxqULuA/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/I7PMkxqULuA/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/I7PMkxqULuA/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/I7PMkxqULuA/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",91,72.0,-0.1144807,4,2018,12,21
91,Y:rVdBjFFe2BY,Que Amor É Esse,2013848,xu8Zel1u-6k,"[{'kgMid': '/g/11b7_tz84z', 'name': 'Luma Elpidio'}]",True,jNrPoC3TkUg,"[{'url': 'https://i.ytimg.com/vi/xu8Zel1u-6k/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/xu8Zel1u-6k/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/xu8Zel1u-6k/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/xu8Zel1u-6k/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/xu8Zel1u-6k/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",92,,0.18825112,21,2017,12,15
92,Y:YGTWV8snTts,Os Sonhos de Deus (feat. Lukão Carvalho & Eli Soares),1941032,7TrlHs5x-Do,"[{'kgMid': '/g/11dxf0ptqb', 'name': 'Preto no Branco'}]",True,RRoaon1VBBc,"[{'url': 'https://i.ytimg.com/vi/7TrlHs5x-Do/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/7TrlHs5x-Do/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/7TrlHs5x-Do/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/7TrlHs5x-Do/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/7TrlHs5x-Do/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",93,,,22,2015,12,4
93,Y:9VRSZDLVV24,Chão de Giz (Ao Vivo),1928720,FxtNoY--CMg,"[{'kgMid': '/g/120xp55c', 'name': 'Zé Ramalho'}, {'kgMid': '/m/02qzcw3', 'name': 'Fagner'}]",True,7KB-8haP400,"[{'url': 'https://i.ytimg.com/vi/FxtNoY--CMg/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/FxtNoY--CMg/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/FxtNoY--CMg/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/FxtNoY--CMg/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/FxtNoY--CMg/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",94,,,1,2014,11,11
94,Y:MxonrvCJRyw,"thank u, next",1926223,gl1aHhXnN1k,"[{'kgMid': '/m/09gkdy4', 'name': 'Ariana Grande'}]",True,GftZ601-pXs,"[{'url': 'https://i.ytimg.com/vi/gl1aHhXnN1k/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/gl1aHhXnN1k/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/gl1aHhXnN1k/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/gl1aHhXnN1k/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/gl1aHhXnN1k/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",95,71.0,-0.18845575,8,2018,11,13
95,Y:5-RiEGTePPk,"Hey, Pai (Ao Vivo) (feat. Marcela Taís)",1910781,MF5Vj2X4s3Q,"[{'kgMid': '/g/11fkdz_yyw', 'name': 'Isadora Pompeo'}]",True,YL_U6blwqyk,"[{'url': 'https://i.ytimg.com/vi/MF5Vj2X4s3Q/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/MF5Vj2X4s3Q/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/MF5Vj2X4s3Q/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/MF5Vj2X4s3Q/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/MF5Vj2X4s3Q/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",96,88.0,0.056745615,2,2017,11,3
96,Y:3_WQEtYXT6s,Deixa Acontecer / Coração Radiante / Compasso Do Amor,1905351,c4XeTP11EI8,"[{'kgMid': '/m/01pb7lz', 'name': 'Grupo Revelação'}]",True,,"[{'url': 'https://i.ytimg.com/vi/c4XeTP11EI8/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/c4XeTP11EI8/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/c4XeTP11EI8/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/c4XeTP11EI8/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/c4XeTP11EI8/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",97,78.0,-0.08281939,16,2010,12,6
97,Y:29MLdCKF6PY,Aceita Que Dói Menos (Ao Vivo) (feat. Marília Mendonça),1891828,qesjau6cNUk,"[{'kgMid': '/m/01qtf3z', 'name': 'Trio Parada Dura'}]",True,wOC1HzLOHRc,"[{'url': 'https://i.ytimg.com/vi/qesjau6cNUk/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/qesjau6cNUk/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/qesjau6cNUk/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/qesjau6cNUk/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/qesjau6cNUk/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",98,,,13,2017,3,24
98,Y:hIjuhGHXvR4,Raspadinha,1881570,tzbvp-v94Q4,[{'name': 'MC WM'}],True,aU7bSkBKr8w,"[{'url': 'https://i.ytimg.com/vi/tzbvp-v94Q4/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/tzbvp-v94Q4/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/tzbvp-v94Q4/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/tzbvp-v94Q4/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/tzbvp-v94Q4/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",99,79.0,-0.050639424,9,2018,11,14
99,Y:pozMrssJ9eg,Medley da Gaiola (Dennis DJ Remix),1867328,Day11xRDENc,"[{'kgMid': '/g/11hzcy7yz_', 'name': 'MC Kevin o Chris'}]",True,,"[{'url': 'https://i.ytimg.com/vi/Day11xRDENc/default.jpg', 'width': 120, 'height': 90}, {'url': 'https://i.ytimg.com/vi/Day11xRDENc/mqdefault.jpg', 'width': 320, 'height': 180}, {'url': 'https://i.ytimg.com/vi/Day11xRDENc/hqdefault.jpg', 'width': 480, 'height': 360}, {'url': 'https://i.ytimg.com/vi/Day11xRDENc/sddefault.jpg', 'width': 640, 'height': 480}, {'url': 'https://i.ytimg.com/vi/Day11xRDENc/maxresdefault.jpg', 'width': 1920, 'height': 1080}]",100,89.0,0.043047912,2,2019,5,5
